i,time,pos,duration
51747,2018-03-25 13:16:15.340040700,P135,2.2
51748,2018-03-25 13:16:21.935418000,P136,1.75
51749,2018-03-25 13:16:27.647744700,P137,1.48
51750,2018-03-25 13:16:34.161117200,P138,1.7
51751,2018-03-25 13:16:39.556425800,P139,1.73
51752,2018-03-25 13:16:45.285753500,P140,1.51
51753,2018-03-25 13:16:51.536111000,P141,1.7
51754,2018-03-25 13:16:56.977422200,P142,1.51
51755,2018-03-25 13:17:02.284725800,P143,2.0
51756,2018-03-25 13:17:08.933106100,P144,2.67
51757,2018-03-25 13:17:15.749495900,P145,1.52
51758,2018-03-25 13:17:21.302813600,P146,1.47
51759,2018-03-25 13:17:26.820129100,P147,1.5
51760,2018-03-25 13:17:32.448451100,P148,1.82
51761,2018-03-25 13:17:37.999768600,P149,1.49
51762,2018-03-25 13:17:44.348131700,P150,1.49
51763,2018-03-25 13:17:49.868447400,P151,1.5
51764,2018-03-25 13:17:55.412764600,P152,1.75
51765,2018-03-25 13:18:00.907078800,P153,1.72
51766,2018-03-25 13:18:06.704410400,P154,1.91
51767,2018-03-25 13:18:12.257728000,P155,1.97
51768,2018-03-25 13:18:18.053059500,P156,1.51
51769,2018-03-25 13:18:23.801388300,P157,1.97
51770,2018-03-25 13:18:29.457711800,P158,1.94
51771,2018-03-25 13:18:35.249043100,P159,1.46
51772,2018-03-25 13:18:40.944368800,P160,1.53
51773,2018-03-25 13:18:46.711698700,P161,1.98
51774,2018-03-25 13:18:52.544032300,P162,2.21
51775,2018-03-25 13:18:58.375365800,P163,1.98
51776,2018-03-25 13:19:03.964685500,P164,1.49
51777,2018-03-25 13:19:09.762017100,P165,1.95
51778,2018-03-25 13:19:15.567349100,P166,1.51
51779,2018-03-25 13:19:21.324678400,P167,1.96
51780,2018-03-25 13:19:26.947000000,P168,1.94
51781,2018-03-25 13:19:32.744331600,P169,1.69
51782,2018-03-25 13:19:38.211644300,P170,1.52
51783,2018-03-25 13:19:44.317993600,P171,1.98
51784,2018-03-25 13:19:49.957316100,P172,1.5
51785,2018-03-25 13:19:55.370625800,P173,2.18
51786,2018-03-25 13:20:01.899999200,P174,1.49
51787,2018-03-25 13:20:07.473318000,P175,1.95
51788,2018-03-25 13:20:12.941630800,P176,1.99
51789,2018-03-25 13:20:19.464003800,P177,2.21
51790,2018-03-25 13:20:26.491405800,P178,1.93
51791,2018-03-25 13:20:32.778765400,P179,1.95
51792,2018-03-25 13:20:39.383143100,P180,1.99
51793,2018-03-25 13:20:45.776508800,P181,1.93
51794,2018-03-25 13:20:51.193818700,P182,1.49
51795,2018-03-25 13:20:56.700133600,P183,2.14
51796,2018-03-25 13:21:02.235450200,P184,1.94
51797,2018-03-25 13:21:07.698762700,P185,1.49
51798,2018-03-25 13:21:13.426090300,P186,1.95
51799,2018-03-25 13:21:19.060412500,P187,1.94
51800,2018-03-25 13:21:24.486722900,P188,1.48
51801,2018-03-25 13:21:30.120045100,P189,1.52
51802,2018-03-25 13:21:35.692363800,P190,1.5
51803,2018-03-25 13:21:41.310685200,P191,1.52
51804,2018-03-25 13:21:46.928006500,P192,1.51
51805,2018-03-25 13:21:52.399319400,P193,1.52
51806,2018-03-25 13:21:58.115646400,P194,1.96
51807,2018-03-25 13:22:03.559957800,P195,1.47
51808,2018-03-25 13:22:09.348288800,P196,1.73
51809,2018-03-25 13:22:15.190623000,P197,2.18
51810,2018-03-25 13:22:21.817002000,P198,1.51
51811,2018-03-25 13:22:27.270313900,P199,1.53
51812,2018-03-25 13:22:32.963639600,P200,1.51
51813,2018-03-25 13:22:38.979983700,P201,1.94
51814,2018-03-25 13:22:44.443296200,P202,2.16
51815,2018-03-25 13:22:50.143622200,P203,2.15
51816,2018-03-25 13:22:56.637993700,P204,2.16
51817,2018-03-25 13:23:03.330376400,P205,1.51
51818,2018-03-25 13:23:09.049703600,P206,1.51
51819,2018-03-25 13:23:15.527074000,P207,1.47
51820,2018-03-25 13:23:21.471414000,P208,2.18
51821,2018-03-25 13:23:27.821777300,P209,1.71
51822,2018-03-25 13:23:33.486101200,P210,2.25
51823,2018-03-25 13:23:40.198485200,P211,2.23
51824,2018-03-25 13:23:46.630853100,P212,1.51
51825,2018-03-25 13:23:52.080164800,P213,2.45
51826,2018-03-25 13:23:58.663541300,P214,1.99
51827,2018-03-25 13:24:04.464873100,P215,1.73
51828,2018-03-25 13:24:10.240203500,P216,2.41
51829,2018-03-25 13:24:16.837580800,P217,1.99
51830,2018-03-25 13:24:22.525906200,P218,1.49
51831,2018-03-25 13:24:28.042221700,P219,2.24
51832,2018-03-25 13:24:34.744605000,P220,2.17
51833,2018-03-25 13:24:40.381927500,P221,1.93
51834,2018-03-25 13:24:45.946245700,P222,1.94
51835,2018-03-25 13:24:51.496563200,P223,1.77
51836,2018-03-25 13:24:57.282894100,P224,1.49
51837,2018-03-25 13:25:02.958218800,P225,1.48
51838,2018-03-25 13:25:08.636543500,P226,1.7
51839,2018-03-25 13:25:14.586883900,P227,2.18
51840,2018-03-25 13:25:21.093256000,P228,2.04
51841,2018-03-25 13:25:26.774581000,P229,1.53
51842,2018-03-25 13:25:32.458906100,P230,2.18
51843,2018-03-25 13:25:38.114229600,P231,1.96
51844,2018-03-25 13:25:43.919561600,P232,1.47
51845,2018-03-25 13:25:49.681891200,P233,2.41
51846,2018-03-25 13:25:56.619288000,P234,1.96
51847,2018-03-25 13:26:02.013596500,P235,2.23
51848,2018-03-25 13:26:08.980995000,P236,1.5
51849,2018-03-25 13:26:14.596316200,P237,1.97
51850,2018-03-25 13:26:20.165634800,P238,1.49
51851,2018-03-25 13:26:25.750954200,P239,1.51
51852,2018-03-25 13:26:31.358274900,P240,1.99
51853,2018-03-25 13:26:37.110604000,P241,2.01
51854,2018-03-25 13:26:42.769927700,P242,1.06
51855,2018-03-25 13:26:48.248241000,P243,1.54
51856,2018-03-25 13:26:54.497598400,P243,0.1
51857,2018-03-25 13:26:57.875791700,P1,1.98
51858,2018-03-25 13:27:03.883135300,P2,2.17
51859,2018-03-25 13:27:10.119492000,P3,1.52
51860,2018-03-25 13:27:15.783815900,P4,1.98
51861,2018-03-25 13:27:21.270129700,P5,1.72
51862,2018-03-25 13:27:26.713441100,P6,1.95
51863,2018-03-25 13:27:32.331762400,P7,1.51
51864,2018-03-25 13:27:38.017087600,P8,2.23
51865,2018-03-25 13:27:44.643466600,P9,2.45
51866,2018-03-25 13:27:51.331849200,P10,1.51
51867,2018-03-25 13:27:56.911168300,P11,1.74
51868,2018-03-25 13:28:02.349479300,P12,1.5
51869,2018-03-25 13:28:07.975801200,P13,2.47
51870,2018-03-25 13:28:14.792191000,P14,1.98
51871,2018-03-25 13:28:20.340508400,P15,1.97
51872,2018-03-25 13:28:26.161841300,P16,2.03
51873,2018-03-25 13:28:31.660155800,P17,1.94
51874,2018-03-25 13:28:37.037463400,P18,1.49
51875,2018-03-25 13:28:42.918799800,P19,1.97
51876,2018-03-25 13:28:48.703130600,P20,2.18
51877,2018-03-25 13:28:55.169500500,P21,1.76
51878,2018-03-25 13:29:00.627812700,P22,1.93
51879,2018-03-25 13:29:06.048122700,P23,1.49
51880,2018-03-25 13:29:11.613441000,P24,1.49
51881,2018-03-25 13:29:17.212761300,P25,2.19
51882,2018-03-25 13:29:24.089154600,P26,2.18
51883,2018-03-25 13:29:30.341512200,P27,1.96
51884,2018-03-25 13:29:36.137843700,P28,1.93
51885,2018-03-25 13:29:41.664159800,P29,1.49
51886,2018-03-25 13:29:47.313482900,P30,2.19
51887,2018-03-25 13:29:53.997865300,P31,1.49
51888,2018-03-25 13:29:59.850200000,P32,1.51
51889,2018-03-25 13:30:05.456520700,P33,1.5
51890,2018-03-25 13:30:11.147846200,P34,1.49
51891,2018-03-25 13:30:16.861173000,P35,1.73
51892,2018-03-25 13:30:22.561499000,P36,1.99
51893,2018-03-25 13:30:28.113816600,P37,2.0
51894,2018-03-25 13:30:33.779140600,P38,2.19
51895,2018-03-25 13:30:40.339515900,P39,1.51
51896,2018-03-25 13:30:46.042842100,P40,1.5
51897,2018-03-25 13:30:51.698165500,P41,1.49
51898,2018-03-25 13:30:57.902520400,P42,1.51
51899,2018-03-25 13:31:03.179822300,P43,2.24
51900,2018-03-25 13:31:09.016156100,P44,1.5
51901,2018-03-25 13:31:14.715482100,P45,1.75
51902,2018-03-25 13:31:20.046787000,P46,1.94
51903,2018-03-25 13:31:25.730112100,P47,1.49
51904,2018-03-25 13:31:31.305430900,P48,1.55
51905,2018-03-25 13:31:37.080761300,P49,2.01
51906,2018-03-25 13:31:42.660080400,P50,1.53
51907,2018-03-25 13:31:48.420409900,P51,1.97
51908,2018-03-25 13:31:54.320747300,P52,1.96
51909,2018-03-25 13:31:59.918067500,P53,2.41
51910,2018-03-25 13:32:06.934468800,P54,1.94
51911,2018-03-25 13:32:13.150824400,P55,1.51
51912,2018-03-25 13:32:18.811148100,P56,1.72
51913,2018-03-25 13:32:24.514474300,P57,2.06
51914,2018-03-25 13:32:31.200856800,P58,1.49
51915,2018-03-25 13:32:36.458157500,P59,1.54
51916,2018-03-25 13:32:42.142482600,P60,1.5
51917,2018-03-25 13:32:47.820807400,P61,1.52
51918,2018-03-25 13:32:53.606138300,P62,1.95
51919,2018-03-25 13:32:59.131454300,P63,1.73
51920,2018-03-25 13:33:04.454758800,P64,2.03
51921,2018-03-25 13:33:10.304093300,P65,2.2
51922,2018-03-25 13:33:16.920471800,P66,2.58
51923,2018-03-25 13:33:23.574852400,P67,1.69
51924,2018-03-25 13:33:29.289179200,P68,1.95
51925,2018-03-25 13:33:34.896499900,P69,1.49
51926,2018-03-25 13:33:40.530822200,P70,1.52
51927,2018-03-25 13:33:46.442160300,P71,1.93
51928,2018-03-25 13:33:51.905472800,P72,1.48
51929,2018-03-25 13:33:57.648801300,P73,1.94
51930,2018-03-25 13:34:03.397130100,P74,1.76
51931,2018-03-25 13:34:09.140458600,P75,2.25
51932,2018-03-25 13:34:15.901845300,P76,1.47
51933,2018-03-25 13:34:21.525167000,P77,1.49
51934,2018-03-25 13:34:27.503508900,P78,1.95
51935,2018-03-25 13:34:34.538911300,P79,1.5
51936,2018-03-25 13:34:40.147232100,P80,1.93
51937,2018-03-25 13:34:46.655604300,P81,1.52
51938,2018-03-25 13:34:52.643946800,P82,1.98
51939,2018-03-25 13:34:58.253267700,P83,1.54
51940,2018-03-25 13:35:03.776583600,P84,1.96
51941,2018-03-25 13:35:10.148948100,P85,2.38
51942,2018-03-25 13:35:16.364303600,P86,1.73
51943,2018-03-25 13:35:21.909620700,P87,1.52
51944,2018-03-25 13:35:27.485939700,P88,1.95
51945,2018-03-25 13:35:33.403278100,P89,1.5
51946,2018-03-25 13:35:39.016599200,P90,1.98
51947,2018-03-25 13:35:45.008942000,P91,1.92
51948,2018-03-25 13:35:50.626263200,P92,2.21
51949,2018-03-25 13:35:56.320588900,P93,1.94
51950,2018-03-25 13:36:01.981912800,P94,1.95
51951,2018-03-25 13:36:07.695239500,P95,2.49
51952,2018-03-25 13:36:14.309617900,P96,1.48
51953,2018-03-25 13:36:20.006943700,P97,1.5
51954,2018-03-25 13:36:25.782274100,P98,1.5
51955,2018-03-25 13:36:31.410596000,P99,1.98
51956,2018-03-25 13:36:37.102921600,P100,1.92
51957,2018-03-25 13:36:42.703241900,P101,1.76
51958,2018-03-25 13:36:48.514574300,P102,1.54
51959,2018-03-25 13:36:54.277903900,P103,1.91
51960,2018-03-25 13:37:00.612266200,P104,2.16
51961,2018-03-25 13:37:07.203643200,P105,1.92
51962,2018-03-25 13:37:12.820964500,P106,1.49
51963,2018-03-25 13:37:18.551292300,P107,2.01
51964,2018-03-25 13:37:24.193615000,P108,1.49
51965,2018-03-25 13:37:30.092952400,P109,1.97
51966,2018-03-25 13:37:35.700273100,P110,1.48
51967,2018-03-25 13:37:41.401599200,P111,1.97
51968,2018-03-25 13:37:48.659014300,P112,1.52
51969,2018-03-25 13:37:54.259334700,P113,1.48
51970,2018-03-25 13:38:00.009663600,P114,2.42
51971,2018-03-25 13:38:06.891057100,P115,1.73
51972,2018-03-25 13:38:12.514378800,P116,1.49
51973,2018-03-25 13:38:18.742735000,P117,1.52
51974,2018-03-25 13:38:24.446061200,P118,1.5
51975,2018-03-25 13:38:29.743364200,P119,1.52
51976,2018-03-25 13:38:35.458691100,P120,1.97
51977,2018-03-25 13:38:41.090013200,P121,1.76
51978,2018-03-25 13:38:46.775338400,P122,1.75
51979,2018-03-25 13:38:52.512666600,P123,2.2
51980,2018-03-25 13:38:59.813084100,P124,1.93
51981,2018-03-25 13:39:05.282396900,P125,1.5
51982,2018-03-25 13:39:10.582700100,P126,1.53
51983,2018-03-25 13:39:16.272025500,P127,1.95
51984,2018-03-25 13:39:21.667334100,P128,1.51
51985,2018-03-25 13:39:27.320657500,P129,1.73
51986,2018-03-25 13:39:33.053985400,P130,1.71
51987,2018-03-25 13:39:38.749311100,P131,1.5
51988,2018-03-25 13:39:44.675650100,P132,1.99
51989,2018-03-25 13:39:50.319972900,P133,2.04
51990,2018-03-25 13:39:56.120304700,P134,1.96
51991,2018-03-25 13:40:01.556615600,P135,1.73
51992,2018-03-25 13:40:07.268942400,P136,2.47
51993,2018-03-25 13:40:13.989326800,P137,1.84
51994,2018-03-25 13:40:19.755656600,P138,1.5
51995,2018-03-25 13:40:25.469983400,P139,1.97
51996,2018-03-25 13:40:31.469326600,P140,1.49
51997,2018-03-25 13:40:36.870635500,P141,1.49
51998,2018-03-25 13:40:42.782973700,P142,1.53
51999,2018-03-25 13:40:48.600306400,P143,2.45
52000,2018-03-25 13:40:55.328691200,P144,1.48
52001,2018-03-25 13:41:01.199027000,P145,1.95
52002,2018-03-25 13:41:07.106364900,P146,1.52
52003,2018-03-25 13:41:13.037704100,P147,1.51
52004,2018-03-25 13:41:18.802033800,P148,1.75
52005,2018-03-25 13:41:24.692370700,P149,1.76
52006,2018-03-25 13:41:30.411697900,P150,1.51
52007,2018-03-25 13:41:36.081022100,P151,2.01
52008,2018-03-25 13:41:42.408384000,P152,1.48
52009,2018-03-25 13:41:48.093709200,P153,1.5
52010,2018-03-25 13:41:53.917042300,P154,1.5
52011,2018-03-25 13:41:59.622368600,P155,1.49
52012,2018-03-25 13:42:05.351696300,P156,1.49
52013,2018-03-25 13:42:11.223032100,P157,1.49
52014,2018-03-25 13:42:16.963360500,P158,1.96
52015,2018-03-25 13:42:22.723689900,P159,1.51
52016,2018-03-25 13:42:29.163058200,P160,1.51
52017,2018-03-25 13:42:34.794380300,P161,1.47
52018,2018-03-25 13:42:40.060681600,P162,1.5
52019,2018-03-25 13:42:45.605998700,P163,1.47
52020,2018-03-25 13:42:51.201318800,P164,2.86
52021,2018-03-25 13:42:58.237721200,P165,1.96
52022,2018-03-25 13:43:03.656031100,P166,1.54
52023,2018-03-25 13:43:09.236350300,P167,1.98
52024,2018-03-25 13:43:15.003680200,P168,1.51
52025,2018-03-25 13:43:20.541997000,P169,1.92
52026,2018-03-25 13:43:26.126316400,P170,1.97
52027,2018-03-25 13:43:31.541626100,P171,1.69
52028,2018-03-25 13:43:37.258953100,P172,1.49
52029,2018-03-25 13:43:43.045284100,P173,1.75
52030,2018-03-25 13:43:48.918620000,P174,1.99
52031,2018-03-25 13:43:54.819957500,P175,1.97
52032,2018-03-25 13:44:01.822358100,P176,1.94
52033,2018-03-25 13:44:07.270669700,P177,2.6
52034,2018-03-25 13:44:13.920050000,P178,1.95
52035,2018-03-25 13:44:19.442365900,P179,2.38
52036,2018-03-25 13:44:26.152749700,P180,1.71
52037,2018-03-25 13:44:31.629062900,P181,1.47
52038,2018-03-25 13:44:37.464396700,P182,1.5
52039,2018-03-25 13:44:43.062716900,P183,1.48
52040,2018-03-25 13:44:48.879049500,P184,1.54
52041,2018-03-25 13:44:54.481370000,P185,1.5
52042,2018-03-25 13:45:00.298702700,P186,1.73
52043,2018-03-25 13:45:06.083033600,P187,2.22
52044,2018-03-25 13:45:12.752415000,P188,1.97
52045,2018-03-25 13:45:18.157724200,P189,1.51
52046,2018-03-25 13:45:23.884051700,P190,2.87
52047,2018-03-25 13:45:30.482429100,P191,2.41
52048,2018-03-25 13:45:37.297818900,P192,1.52
52049,2018-03-25 13:45:42.821134900,P193,2.22
52050,2018-03-25 13:45:49.486516100,P194,1.97
52051,2018-03-25 13:45:54.894825400,P195,1.55
52052,2018-03-25 13:46:00.403140500,P196,1.96
52053,2018-03-25 13:46:06.059464000,P197,1.49
52054,2018-03-25 13:46:11.577779600,P198,1.94
52055,2018-03-25 13:46:17.494118000,P199,1.54
52056,2018-03-25 13:46:22.914428100,P200,1.72
52057,2018-03-25 13:46:28.588752600,P201,1.96
52058,2018-03-25 13:46:34.298079200,P202,1.49
52059,2018-03-25 13:46:40.111411700,P203,1.93
52060,2018-03-25 13:46:45.721732600,P204,2.42
52061,2018-03-25 13:46:52.308109300,P205,1.52
52062,2018-03-25 13:46:58.119441700,P206,1.51
52063,2018-03-25 13:47:04.167787600,P207,1.49
52064,2018-03-25 13:47:09.701104100,P208,2.4
52065,2018-03-25 13:47:16.611499400,P209,1.99
52066,2018-03-25 13:47:21.931803700,P210,2.23
52067,2018-03-25 13:47:27.669131800,P211,1.51
52068,2018-03-25 13:47:33.204448400,P212,1.5
52069,2018-03-25 13:47:38.916775100,P213,1.49
52070,2018-03-25 13:47:44.541096800,P214,1.51
52071,2018-03-25 13:47:50.410432500,P215,1.72
52072,2018-03-25 13:47:57.002809600,P216,1.52
52073,2018-03-25 13:48:02.516125000,P217,2.41
52074,2018-03-25 13:48:08.977494500,P218,1.96
52075,2018-03-25 13:48:14.696821600,P219,1.53
52076,2018-03-25 13:48:20.425149300,P220,1.98
52077,2018-03-25 13:48:26.046470800,P221,2.39
52078,2018-03-25 13:48:32.733853300,P222,2.43
52079,2018-03-25 13:48:39.335230900,P223,1.51
52080,2018-03-25 13:48:45.024556300,P224,1.74
52081,2018-03-25 13:48:50.828888300,P225,1.96
52082,2018-03-25 13:48:56.341203600,P226,1.94
52083,2018-03-25 13:49:01.851518700,P227,1.93
52084,2018-03-25 13:49:07.356833600,P228,1.52
52085,2018-03-25 13:49:13.440181600,P229,1.49
52086,2018-03-25 13:49:19.044502100,P230,1.49
52087,2018-03-25 13:49:24.572818300,P231,1.48
52088,2018-03-25 13:49:30.214141000,P232,2.01
52089,2018-03-25 13:49:35.907466600,P233,2.44
52090,2018-03-25 13:49:42.582848400,P234,2.0
52091,2018-03-25 13:49:48.241172100,P235,2.24
52092,2018-03-25 13:49:55.067562500,P236,1.48
52093,2018-03-25 13:50:00.662882600,P237,1.53
52094,2018-03-25 13:50:06.327206500,P238,1.94
52095,2018-03-25 13:50:11.804519800,P239,2.43
52096,2018-03-25 13:50:18.613909300,P240,1.97
52097,2018-03-25 13:50:25.035276600,P241,2.48
52098,2018-03-25 13:50:32.222687700,P242,1.94
52099,2018-03-25 13:50:38.482045700,P243,1.97
52100,2018-03-25 13:50:45.688457900,P1,2.23
52101,2018-03-25 13:50:51.189772500,P2,1.5
52102,2018-03-25 13:50:56.801093500,P3,1.98
52103,2018-03-25 13:51:02.690430300,P4,2.87
52104,2018-03-25 13:51:09.383813200,P5,1.73
52105,2018-03-25 13:51:15.213146600,P6,1.94
52106,2018-03-25 13:51:20.877470600,P7,1.5
52107,2018-03-25 13:51:26.999820800,P8,2.69
52108,2018-03-25 13:51:33.977219800,P9,2.01
52109,2018-03-25 13:51:39.557539000,P10,1.54
52110,2018-03-25 13:51:45.423874500,P11,1.53
52111,2018-03-25 13:51:50.882186700,P12,1.54
52112,2018-03-25 13:51:56.715520400,P13,2.89
52113,2018-03-25 13:52:03.607914600,P14,2.17
52114,2018-03-25 13:52:10.233293600,P15,2.16
52115,2018-03-25 13:52:16.920676100,P16,1.43
52116,2018-03-25 13:52:22.536997300,P17,1.95
52117,2018-03-25 13:52:28.405332900,P18,2.19
52118,2018-03-25 13:52:35.129717600,P19,1.97
52119,2018-03-25 13:52:40.789041300,P20,1.98
52120,2018-03-25 13:52:46.553371000,P21,2.17
52121,2018-03-25 13:52:53.851788400,P22,2.41
52122,2018-03-25 13:53:00.353160300,P23,1.73
52123,2018-03-25 13:53:06.122490200,P24,2.38
52124,2018-03-25 13:53:13.163893000,P25,2.21
52125,2018-03-25 13:53:19.706267200,P26,2.5
52126,2018-03-25 13:53:26.423651400,P27,1.48
52127,2018-03-25 13:53:32.043972900,P28,1.47
52128,2018-03-25 13:53:37.923309100,P29,1.92
52129,2018-03-25 13:53:43.598633800,P30,1.48
52130,2018-03-25 13:53:49.568975200,P31,1.52
52131,2018-03-25 13:53:55.400308800,P32,1.94
52132,2018-03-25 13:54:00.926624900,P33,1.49
52133,2018-03-25 13:54:06.491943200,P34,1.54
52134,2018-03-25 13:54:12.377279800,P35,1.96
52135,2018-03-25 13:54:17.917596700,P36,1.91
52136,2018-03-25 13:54:23.691927000,P37,2.18
52137,2018-03-25 13:54:30.322306200,P38,1.47
52138,2018-03-25 13:54:35.859622900,P39,1.75
52139,2018-03-25 13:54:41.755960200,P40,1.49
52140,2018-03-25 13:54:47.281276200,P41,2.2
52141,2018-03-25 13:54:53.903655000,P42,1.51
52142,2018-03-25 13:54:59.647983500,P43,2.03
52143,2018-03-25 13:55:05.303307000,P44,1.99
52144,2018-03-25 13:55:11.071636900,P45,2.21
52145,2018-03-25 13:55:17.921028700,P46,1.96
52146,2018-03-25 13:55:23.854368100,P47,1.5
52147,2018-03-25 13:55:29.879712700,P48,1.51
52148,2018-03-25 13:55:35.369026700,P49,1.49
52149,2018-03-25 13:55:41.040351000,P50,2.03
52150,2018-03-25 13:55:47.661729800,P51,1.51
52151,2018-03-25 13:55:53.891086100,P52,1.51
52152,2018-03-25 13:55:59.720419500,P53,1.49
52153,2018-03-25 13:56:05.375742900,P54,3.4
52154,2018-03-25 13:56:12.599156100,P55,1.94
52155,2018-03-25 13:56:18.231478200,P56,2.65
52156,2018-03-25 13:56:24.909860200,P57,1.94
52157,2018-03-25 13:56:30.346171200,P58,1.49
52158,2018-03-25 13:56:36.015495400,P59,1.98
52159,2018-03-25 13:56:41.701820700,P60,1.78
52160,2018-03-25 13:56:47.471150700,P61,2.41
52161,2018-03-25 13:56:54.240537800,P62,1.47
52162,2018-03-25 13:56:59.896861400,P63,1.49
52163,2018-03-25 13:57:05.621188800,P64,1.54
52164,2018-03-25 13:57:12.011554300,P65,1.5
52165,2018-03-25 13:57:17.792885000,P66,1.48
52166,2018-03-25 13:57:23.415206500,P67,1.52
52167,2018-03-25 13:57:28.998525900,P68,2.45
52168,2018-03-25 13:57:35.657906800,P69,1.48
52169,2018-03-25 13:57:41.391234700,P70,1.71
52170,2018-03-25 13:57:47.087560500,P71,1.57
52171,2018-03-25 13:57:52.857890600,P72,1.48
52172,2018-03-25 13:57:58.634221000,P73,1.94
52173,2018-03-25 13:58:04.825575100,P74,1.5
52174,2018-03-25 13:58:10.297888100,P75,1.71
52175,2018-03-25 13:58:15.890207900,P76,1.95
52176,2018-03-25 13:58:21.537531000,P77,1.93
52177,2018-03-25 13:58:27.211855500,P78,1.48
52178,2018-03-25 13:58:32.788174500,P79,1.51
52179,2018-03-25 13:58:38.647509600,P80,1.52
52180,2018-03-25 13:58:44.441841000,P81,1.51
52181,2018-03-25 13:58:50.141167000,P82,2.38
52182,2018-03-25 13:58:57.021560500,P83,1.5
52183,2018-03-25 13:59:02.656882800,P84,1.48
52184,2018-03-25 13:59:08.546219700,P85,1.49
52185,2018-03-25 13:59:14.282547800,P86,1.48
52186,2018-03-25 13:59:20.237888400,P87,1.47
52187,2018-03-25 13:59:26.131225500,P88,1.95
52188,2018-03-25 13:59:31.664542000,P89,1.49
52189,2018-03-25 13:59:37.416871000,P90,2.22
52190,2018-03-25 13:59:44.187258200,P91,1.48
52191,2018-03-25 13:59:50.776635100,P92,2.46
52192,2018-03-25 13:59:57.262006100,P93,1.98
52193,2018-03-25 14:00:03.357354700,P94,1.48
52194,2018-03-25 14:00:09.185688100,P95,1.49
52195,2018-03-25 14:00:14.916015800,P96,1.5
52196,2018-03-25 14:00:20.527336800,P97,2.38
52197,2018-03-25 14:00:27.542738000,P98,1.49
52198,2018-03-25 14:00:33.137058000,P99,2.05
52199,2018-03-25 14:00:38.778380700,P100,1.51
52200,2018-03-25 14:00:44.460705700,P101,1.49
52201,2018-03-25 14:00:50.184033000,P102,1.49
52202,2018-03-25 14:00:55.828355900,P103,1.73
52203,2018-03-25 14:01:01.584685100,P104,1.49
52204,2018-03-25 14:01:07.061998400,P105,1.94
52205,2018-03-25 14:01:12.896332100,P106,1.49
52206,2018-03-25 14:01:18.482651600,P107,1.51
52207,2018-03-25 14:01:24.260982100,P108,1.48
52208,2018-03-25 14:01:30.060313800,P109,1.98
52209,2018-03-25 14:01:35.872646300,P110,2.44
52210,2018-03-25 14:01:42.456022800,P111,1.51
52211,2018-03-25 14:01:48.330358800,P112,1.53
52212,2018-03-25 14:01:54.221695800,P113,1.98
52213,2018-03-25 14:02:00.477053600,P114,1.5
52214,2018-03-25 14:02:06.574402300,P115,1.97
52215,2018-03-25 14:02:12.926765700,P116,1.48
52216,2018-03-25 14:02:18.650093000,P117,1.5
52217,2018-03-25 14:02:24.443424400,P118,1.99
52218,2018-03-25 14:02:30.592776100,P119,1.53
52219,2018-03-25 14:02:36.244099300,P120,1.49
52220,2018-03-25 14:02:42.074432800,P121,1.94
52221,2018-03-25 14:02:47.632750700,P122,1.51
52222,2018-03-25 14:02:53.282073900,P123,2.67
52223,2018-03-25 14:03:00.065461800,P124,1.96
52224,2018-03-25 14:03:05.674782700,P125,1.52
52225,2018-03-25 14:03:11.403110300,P126,1.53
52226,2018-03-25 14:03:18.051490600,P127,1.51
52227,2018-03-25 14:03:23.469800500,P128,1.73
52228,2018-03-25 14:03:29.143125000,P129,1.49
52229,2018-03-25 14:03:34.848451300,P130,2.4
52230,2018-03-25 14:03:41.808849400,P131,1.5
52231,2018-03-25 14:03:47.601180700,P132,1.97
52232,2018-03-25 14:03:53.250503800,P133,1.98
52233,2018-03-25 14:04:00.406913200,P134,1.51
52234,2018-03-25 14:04:06.011233700,P135,2.19
52235,2018-03-25 14:04:12.611611200,P136,1.74
52236,2018-03-25 14:04:18.292936200,P137,1.5
52237,2018-03-25 14:04:23.842253600,P138,1.98
52238,2018-03-25 14:04:29.681587600,P139,2.44
52239,2018-03-25 14:04:36.671987400,P140,1.96
52240,2018-03-25 14:04:42.436317100,P141,1.5
52241,2018-03-25 14:04:48.443660700,P142,1.5
52242,2018-03-25 14:04:54.912030700,P143,1.94
52243,2018-03-25 14:05:00.383343600,P144,1.47
52244,2018-03-25 14:05:05.980663800,P145,2.17
52245,2018-03-25 14:05:11.544982000,P146,1.76
52246,2018-03-25 14:05:17.292310800,P147,1.5
52247,2018-03-25 14:05:22.886630700,P148,1.48
52248,2018-03-25 14:05:28.696963100,P149,1.53
52249,2018-03-25 14:05:34.268281700,P150,1.52
52250,2018-03-25 14:05:41.094672200,P151,1.99
52251,2018-03-25 14:05:47.508039000,P152,2.66
52252,2018-03-25 14:05:54.106416400,P153,2.01
52253,2018-03-25 14:06:00.805799600,P154,1.98
52254,2018-03-25 14:06:06.181107000,P155,1.95
52255,2018-03-25 14:06:11.627418600,P156,1.93
52256,2018-03-25 14:06:17.357746300,P157,1.49
52257,2018-03-25 14:06:22.921064500,P158,1.95
52258,2018-03-25 14:06:28.669393300,P159,1.51
52259,2018-03-25 14:06:35.186766100,P160,1.49
52260,2018-03-25 14:06:40.574074200,P161,1.53
52261,2018-03-25 14:06:46.224397400,P162,1.94
52262,2018-03-25 14:06:51.986727000,P163,1.47
52263,2018-03-25 14:06:57.566046100,P164,2.49
52264,2018-03-25 14:07:04.441439300,P165,1.5
